review_id,brand,brand_alias,stars,text,sentiment,source_file,annotated_ambiance,annotated_packaging,annotated_price,annotated_service,annotated_taste,model_text,is_duplicate_text_within_brand
starbucks_0022,Starbucks,Global Brand,5,O k sekali,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,o k sekali,False
starbucks_0023,Starbucks,Global Brand,4,A good place to hang over in Paskal mall.,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,a good place to hang over in paskal mall,False
starbucks_0024,Starbucks,Global Brand,5,Hebat,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,hebat,True
starbucks_0025,Starbucks,Global Brand,5,Ya gitu we starbak sama dimana mana juga,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,ya gitu we starbak sama mana mana juga,False
starbucks_0026,Starbucks,Global Brand,5,Good starbucks outlet in a mall,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,good starbucks outlet in a mall,False
starbucks_0027,Starbucks,Global Brand,4,Banyak nyamukk,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,banyak nyamukk,False
starbucks_0028,Starbucks,Global Brand,5,Enak ini tempatnya buat nongkrong sambil ngopi,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,enak ini tempat buat nongkrong sambil ngopi,False
starbucks_0029,Starbucks,Global Brand,5,Paling favorite ya starbuck di 23 paskal,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,paling favorite ya starbuck di paskal,False
starbucks_0030,Starbucks,Global Brand,5,Org2 yang d sb ne ramah2 sekalii,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,org yang d sb ne ramah sekali,False
starbucks_0031,Starbucks,Global Brand,5,One of my favorite starbucks branch __,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,one of my favorite starbucks branch,False
starbucks_0032,Starbucks,Global Brand,4,Baik sekali,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,baik sekali,True
starbucks_0033,Starbucks,Global Brand,5,Nice place to relax and drink a cup of coffee,positive,starbucks_detailed_reviews.csv,0,1,0,0,0,nice place to relax and drink a cup of coffee,False
starbucks_0034,Starbucks,Global Brand,3,Lumayan,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,lumayan,True
starbucks_0035,Starbucks,Global Brand,5,Yessirrr,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,yessirrr,False
starbucks_0036,Starbucks,Global Brand,5,Tempatnya cukup nyaman,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat cukup nyaman,False
starbucks_0037,Starbucks,Global Brand,5,SB,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,sb,False
starbucks_0038,Starbucks,Global Brand,5,It is nice being here. However sometimes the wifi does not work properly,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,it is nice being here however sometimes the wifi does not work properly,False
starbucks_0039,Starbucks,Global Brand,5,Hebat,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,hebat,True
starbucks_0040,Starbucks,Global Brand,5,Favorite,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,favorite,False
starbucks_0041,Starbucks,Global Brand,5,Tempat ngopi santai sambil nunggu yang nge mall,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat ngopi santai sambil nunggu yang nge mall,False
starbucks_0042,Starbucks,Global Brand,5,Good Service,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,good service,False
starbucks_0043,Starbucks,Global Brand,5,Hebat,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,hebat,True
starbucks_0044,Starbucks,Global Brand,5,Recommended,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,recommended,False
starbucks_0045,Starbucks,Global Brand,5,Ada teknik brewing yang beda dari kebanyakan Starbucks,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,ada teknik brewing yang beda dari banyak starbucks,False
starbucks_0046,Starbucks,Global Brand,5,Starbuck good cofee good hot chocolate,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,starbuck good cofee good hot chocolate,False
starbucks_0047,Starbucks,Global Brand,5,TOP .,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,top,False
starbucks_0048,Starbucks,Global Brand,5,Starbucks pada umumnya,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,starbucks pada umum,False
starbucks_0049,Starbucks,Global Brand,5,Tempat duduk saat weekend sangat kurang Dan penuh sesak pengunjung maklum brand Starbucks,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat duduk saat weekend sangat kurang dan penuh sesak unjung maklum brand starbucks,False
starbucks_0050,Starbucks,Global Brand,5,Sy sering disini.jika selesai belanja atsu sejedar nongkrong sll disini. Strategis enak nyaman bersih. Pelayanan cpt dn rzmah,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,sy sering sini jika selesai belanja atsu sejedar nongkrong sll sini strategis enak nyaman bersih layan cpt dn rzmah,False
starbucks_0051,Starbucks,Global Brand,5,Lobby Starbucks TSM tempat nunggu GoCar,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,lobby starbucks tsm tempat nunggu gocar,False
starbucks_0052,Starbucks,Global Brand,5,Coffee shop yang nyaman,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,coffee shop yang nyaman,False
starbucks_0053,Starbucks,Global Brand,5,Enak,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,enak,False
starbucks_0054,Starbucks,Global Brand,5,Baristanya ramah,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,baristanya ramah,False
starbucks_0055,Starbucks,Global Brand,5,Tempat favorite sebelum keluar dari paskal pasti mampir,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat favorite belum keluar dari paskal pasti mampir,False
starbucks_0056,Starbucks,Global Brand,5,My new fav menu. Americano otr coldstone..,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,my new fav menu americano otr coldstone,False
starbucks_0057,Starbucks,Global Brand,4,Rasanya sudah beda tidak kaya dulu,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,rasa sudah beda tidak kaya dulu,False
starbucks_0058,Starbucks,Global Brand,5,Staff was friendly and helpful greet thank you make me day,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,staff was friendly and helpful greet thank you make me day,False
starbucks_0059,Starbucks,Global Brand,4,Kolam ikan rumah mode,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,kolam ikan rumah mode,False
starbucks_0060,Starbucks,Global Brand,5,Nice,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,nice,True
starbucks_0061,Starbucks,Global Brand,5,Nice place to have coffee break,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,nice place to have coffee break,False
starbucks_0062,Starbucks,Global Brand,5,They have manual brew,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,they have manual brew,False
starbucks_0063,Starbucks,Global Brand,5,Ya seperti starbuck yang lainnya,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,ya seperti starbuck yang lain,False
starbucks_0064,Starbucks,Global Brand,4,Xoxo saja,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,xoxo saja,False
starbucks_0065,Starbucks,Global Brand,5,Enak buat nongkrong,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,enak buat nongkrong,False
starbucks_0066,Starbucks,Global Brand,3,Waiters nya ramah..,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,waiters nya ramah,False
starbucks_0067,Starbucks,Global Brand,5,Free banana cake ask me how to ____,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,free banana cake ask me how to,False
starbucks_0068,Starbucks,Global Brand,4,Nice,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,nice,True
starbucks_0069,Starbucks,Global Brand,4,Cukup nyaman,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,cukup nyaman,False
starbucks_0070,Starbucks,Global Brand,4,Tempat yang pas buat nongkrong .. meet up point.. luas indoor outdoor untuk merokok,positive,starbucks_detailed_reviews.csv,1,0,1,0,0,tempat yang pas buat nongkrong meet up point luas indoor outdoor untuk rokok,False
starbucks_0071,Starbucks,Global Brand,4,Standard Starbuck,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,standard starbuck,False
starbucks_0072,Starbucks,Global Brand,4,Standar Starbucks you know lah...,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,standar starbucks you know lah,False
starbucks_0073,Starbucks,Global Brand,4,Coffee double shot iced layak diseruput ____,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,coffee double shot iced layak seruput,False
starbucks_0074,Starbucks,Global Brand,4,Salah satu store starbucks yang selalu penuh pas weekend. Tempatnya lumayan besar dan ada 2 meja besar yang cukup untuk 8org. Ada smoking dan non-smoking area.,positive,starbucks_detailed_reviews.csv,1,1,0,0,0,salah satu store starbucks yang selalu penuh pas weekend tempat lumayan besar dan ada meja besar yang cukup untuk org ada smoking dan non smoking area,False
starbucks_0075,Starbucks,Global Brand,5,Tempat hangout,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat hangout,False
starbucks_0076,Starbucks,Global Brand,5,One of the best spot to relax and enjoy your coffee selections ____________,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,one of the best spot to relax and enjoy your coffee selections,False
starbucks_0077,Starbucks,Global Brand,4,Ah kalau cari kursi susah penuh mulu. Harga roti baik tetapi minuman mahal. Untung ada kopi lg promo. Rasa minuman starbuk slalu juara. Bisa byr pakai bca qr. Credit card bisa. Pelayanan baik dan cepat . Lokasi sebelah sushi,positive,starbucks_detailed_reviews.csv,0,0,1,0,0,ah kalau cari kursi susah penuh mulu harga roti baik tetapi minum mahal untung ada kopi lg promo rasa minum starbuk slalu juara bisa byr pakai bca qr credit card bisa layan baik dan cepat lokasi belah sushi,False
starbucks_0078,Starbucks,Global Brand,4,Love the place,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,love the place,False
starbucks_0079,Starbucks,Global Brand,5,Konon kalau senen n selasa pagi sepi disini. Saya biasanya nebeng kerja sambil breakfast dan ngopi. Makin siang makin rame dan padat. Siang banyak mahasiswa rasanya. Parkir mudah karena gabung mal dan kompleks. Nyaman untuk kerja,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,konon kalau senen n selasa pagi sepi sini saya biasa nebeng kerja sambil breakfast dan ngopi makin siang makin rame dan padat siang banyak mahasiswa rasa parkir mudah karena gabung mal dan kompleks nyaman untuk kerja,False
starbucks_0080,Starbucks,Global Brand,5,Ngopi dan belanja dalam satu tempat. Depan starbuck ini ada toko peralatan kosmetik yang lucu2.,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,ngopi dan belanja dalam satu tempat depan starbuck ini ada toko alat kosmetik yang lucu,False
starbucks_0081,Starbucks,Global Brand,4,Bisa reedem cheesecake saat ultah,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,bisa reedem cheesecake saat ultah,False
starbucks_0082,Starbucks,Global Brand,4,Ngupi di mall,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,ngupi di mall,False
starbucks_0083,Starbucks,Global Brand,5,Nice coffee,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,nice coffee,False
starbucks_0084,Starbucks,Global Brand,3,Nothing special... too dark ambiance...,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,nothing special too dark ambiance,False
starbucks_0085,Starbucks,Global Brand,4,Tempat nyantai sekedar ngobrol...sambil minum kopi,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat nyantai dar ngobrol sambil minum kopi,False
starbucks_0086,Starbucks,Global Brand,5,The place is very cozy and confortable. They give a good service!,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,the place is very cozy and confortable they give a good service,False
starbucks_0087,Starbucks,Global Brand,4,Suasananya santai di sini bisa untuk meeting,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,suasana santai di sini bisa untuk meeting,False
starbucks_0088,Starbucks,Global Brand,4,Tempatnya bgs cuma penuh terus he he,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat bgs cuma penuh terus he he,False
starbucks_0089,Starbucks,Global Brand,5,Kopi tidak ada lawan dah. enak2,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,kopi tidak ada lawan dah enak,False
starbucks_0090,Starbucks,Global Brand,5,Nice place,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,nice place,True
starbucks_0091,Starbucks,Global Brand,5,Nyaman,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,nyaman,True
starbucks_0092,Starbucks,Global Brand,5,Tempatnya sudah pasti sekali seru dan menyenangkan... Klw soal budget starbuck dh pasti harga universal lh y,positive,starbucks_detailed_reviews.csv,1,0,1,0,0,tempat sudah pasti sekali seru dan senang klw soal budget starbuck dh pasti harga universal lh y,False
starbucks_0093,Starbucks,Global Brand,4,Chill in,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,chill in,False
starbucks_0094,Starbucks,Global Brand,4,Cocol untuk meeting place,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,cocol untuk meeting place,False
starbucks_0095,Starbucks,Global Brand,5,Uhuyyyy pokonyaaaa,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,uhuyyyy pokonyaaaa,False
starbucks_0096,Starbucks,Global Brand,5,Selalu rame dan selalu berebut tempat. krn emang lokasi nya enak buat kerja dan meet up,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,selalu rame dan selalu rebut tempat krn emang lokasi nya enak buat kerja dan meet up,False
starbucks_0097,Starbucks,Global Brand,4,Coffee Shop,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,coffee shop,False
starbucks_0098,Starbucks,Global Brand,5,Tempatnya byk nyamuk,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat byk nyamuk,False
starbucks_0099,Starbucks,Global Brand,5,Enakk ada yang bayari,positive,starbucks_detailed_reviews.csv,0,0,1,0,0,enakk ada yang bayar,False
starbucks_0100,Starbucks,Global Brand,5,Luas...nyaman dan ramah,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,luas nyaman dan ramah,False
starbucks_0101,Starbucks,Global Brand,5,Tempat nongkrong yang nyaman ____,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat nongkrong yang nyaman,False
starbucks_0102,Starbucks,Global Brand,2,Bersih tempat ny. dan baik pelayanan ny,negative,starbucks_detailed_reviews.csv,1,0,0,0,0,bersih tempat ny dan baik layan ny,False
starbucks_0103,Starbucks,Global Brand,5,Coffebestintown,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,coffebestintown,False
starbucks_0104,Starbucks,Global Brand,4,Cute little nook at the mall. Usually busy but we managed to get the outdoor seats during rainy season.,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,cute little nook at the mall usually busy but we managed to get the outdoor seats during rainy season,False
starbucks_0105,Starbucks,Global Brand,5,Juaranya atuh ini mah,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,juara atuh ini mah,False
starbucks_0106,Starbucks,Global Brand,4,Spacey stores but the AC is so hot,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,spacey stores but the ac is so hot,False
starbucks_0107,Starbucks,Global Brand,5,Tempat ngopi di mall 23,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat ngopi di mall,False
starbucks_0108,Starbucks,Global Brand,5,Always,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,always,False
starbucks_0109,Starbucks,Global Brand,5,Baik,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,baik,True
starbucks_0110,Starbucks,Global Brand,5,Senang suasananya happy,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,senang suasana happy,False
starbucks_0111,Starbucks,Global Brand,5,Di bagian depan tsm,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,di bagi depan tsm,False
starbucks_0112,Starbucks,Global Brand,4,Rasa yang ditawarkan terkadang berbeda setiap beli,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,rasa yang tawar terkadang beda tiap beli,False
starbucks_0113,Starbucks,Global Brand,4,Great,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,great,False
starbucks_0114,Starbucks,Global Brand,4,Baik lah,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,baik lah,False
starbucks_0115,Starbucks,Global Brand,5,Cocok buat hangout bareng temen,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,cocok buat hangout bareng temen,False
starbucks_0116,Starbucks,Global Brand,5,Wooo pelayanannya menakjubkan sekali,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,wooo layan takjub sekali,False
starbucks_0117,Starbucks,Global Brand,5,Staffs are friendly and quick. Good place to sit relax a d sip a cup of coffee,positive,starbucks_detailed_reviews.csv,0,1,0,0,0,staffs are friendly and quick good place to sit relax a d sip a cup of coffee,False
starbucks_0118,Starbucks,Global Brand,5,Tempat nya nyaman,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat nya nyaman,False
starbucks_0119,Starbucks,Global Brand,5,Suasananya selalu nyaman,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,suasana selalu nyaman,False
starbucks_0120,Starbucks,Global Brand,5,Always love Caramel Macchiato,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,always love caramel macchiato,False
starbucks_0121,Starbucks,Global Brand,5,Great service,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,great service,False
starbucks_0122,Starbucks,Global Brand,4,Panjang amat,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,panjang amat,False
starbucks_0123,Starbucks,Global Brand,5,Nyaman untuk bersantai...aman,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,nyaman untuk santa aman,False
starbucks_0124,Starbucks,Global Brand,4,This Starbucks is pretty big one place for hanging out with friends,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,this starbucks is pretty big one place for hanging out with friends,False
starbucks_0125,Starbucks,Global Brand,5,Tempatnya nyaman,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat nyaman,True
starbucks_0126,Starbucks,Global Brand,5,Starbucks ternyaman menurutku dari beberapa tempat yang pernah saya kunjungi...,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,starbucks nyaman turut dari beberapa tempat yang pernah saya kunjung,False
starbucks_0127,Starbucks,Global Brand,4,Small & cozy place to gather with friends,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,small cozy place to gather with friends,False
starbucks_0128,Starbucks,Global Brand,5,Cozy,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,cozy,True
starbucks_0129,Starbucks,Global Brand,5,Original from starbucks,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,original from starbucks,False
starbucks_0130,Starbucks,Global Brand,5,Tempat nongkrong Starbucks terbaik di bandung #imho,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat nongkrong starbucks baik di bandung imho,False
starbucks_0131,Starbucks,Global Brand,5,TOP,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,top,False
starbucks_0132,Starbucks,Global Brand,5,Mall modern dan banyak tenant yang menarik. Konsep nya artistik.,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,mall modern dan banyak tenant yang tarik konsep nya artistik,False
starbucks_0133,Starbucks,Global Brand,5,Unbedingt an einer Führung teilnehmen!,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,unbedingt an einer f hrung teilnehmen,False
starbucks_0134,Starbucks,Global Brand,3,Rame,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,rame,False
starbucks_0135,Starbucks,Global Brand,5,Service is top notch… All because of my clummsyness I spill my ice americano… the bartender quickly mop the floor and give me a replacement for my americano… What a service ____________,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,service is top notch all because of my clummsyness i spill my ice americano the bartender quickly mop the floor and give me a replacement for my americano what a service,False
starbucks_0136,Starbucks,Global Brand,5,Tempat nya cukup nyaman sehingga cocok untuk bersantai ataupun melakukan meeting disini dan masih berada 1 kawasan dengan mall pascal 23..,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat nya cukup nyaman sehingga cocok untuk santa atau laku meeting sini dan masih ada kawasan dengan mall pascal,False
starbucks_0137,Starbucks,Global Brand,5,Cozy place,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,cozy place,True
starbucks_0138,Starbucks,Global Brand,5,My breakfast place,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,my breakfast place,False
starbucks_0139,Starbucks,Global Brand,3,Tempatnya nyaman harganya mahal,positive,starbucks_detailed_reviews.csv,1,0,1,0,0,tempat nyaman harga mahal,False
starbucks_0140,Starbucks,Global Brand,3,Sistem pendingin udara / ac sepertinya sering bermasalah. baristanya kurang senyum.,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,sistem dingin udara ac seperti sering masalah baristanya kurang senyum,False
starbucks_0141,Starbucks,Global Brand,5,Madeff,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,madeff,False
starbucks_0142,Starbucks,Global Brand,5,Selalu kesini,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,selalu kesini,False
starbucks_0143,Starbucks,Global Brand,5,Ada kelas kopi juga di sini.. tempatnya menyenangkan,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,ada kelas kopi juga di sini tempat senang,False
starbucks_0144,Starbucks,Global Brand,5,Capuccino grande please..,positive,starbucks_detailed_reviews.csv,0,1,0,0,0,capuccino grande please,False
starbucks_0145,Starbucks,Global Brand,3,Perasaan sudah dari tahun 2023 kesini. wifinya gapernah jalan,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,asa sudah dari tahun kesini wifinya gapernah jalan,False
starbucks_0146,Starbucks,Global Brand,3,It's the same every starbucks Iced Americano. It feels refreshing... The Starbucks located here is busy so you have to queue for a long time. Please note,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,it s the same every starbucks iced americano it feels refreshing the starbucks located here is busy so you have to queue for a long time please note,False
starbucks_0147,Starbucks,Global Brand,4,Cafe yang populer di Indonesia selain memiliki rasa yang khas.juga.bisa dijadikan tempat nongkrong,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,cafe yang populer di indonesia selain milik rasa yang khas juga bisa jadi tempat nongkrong,False
starbucks_0148,Starbucks,Global Brand,5,Very good services,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,very good services,False
starbucks_0149,Starbucks,Global Brand,5,It is just like another Starbucks. It has tables which are suitable for having a small meeting for ten people. It also provides power sockets if you're running out of battery.,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,it is just like another starbucks it has tables which are suitable for having a small meeting for ten people it also provides power sockets if you re running out of battery,False
starbucks_0150,Starbucks,Global Brand,5,Hebat enak,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,hebat enak,False
starbucks_0151,Starbucks,Global Brand,5,Cozy starbucks,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,cozy starbucks,False
starbucks_0152,Starbucks,Global Brand,5,Tempat santai ngopi di mall paskal 23. Ketemu klien dan teman teman . Barista yang baik dan cepat .,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat santai ngopi di mall paskal ketemu klien dan teman teman barista yang baik dan cepat,False
starbucks_0153,Starbucks,Global Brand,5,Tempatnya nyaman untuk ngobrol2 n menghilangkan penat stlh seharian melakukan aktifitas dlm bekerja.,positive,starbucks_detailed_reviews.csv,1,0,0,0,0,tempat nyaman untuk ngobrol n hilang penat stlh hari laku aktifitas dlm kerja,False
starbucks_0154,Starbucks,Global Brand,5,Best,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,best,False
starbucks_0155,Starbucks,Global Brand,5,Baik,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,baik,True
starbucks_0156,Starbucks,Global Brand,5,Nice place,positive,starbucks_detailed_reviews.csv,0,0,0,0,0,nice place,True
