review_id,brand,brand_alias,aspect,sentiment,text
starbucks_0066,Starbucks,Global Brand,service,positive,Waiters nya ramah..
starbucks_0067,Starbucks,Global Brand,taste,positive,Free banana cake ask me how to ____
starbucks_0069,Starbucks,Global Brand,ambiance,positive,Cukup nyaman
starbucks_0070,Starbucks,Global Brand,ambiance,positive,Tempat yang pas buat nongkrong .. meet up point.. luas indoor outdoor untuk merokok
starbucks_0073,Starbucks,Global Brand,taste,positive,Coffee double shot iced layak diseruput ____
starbucks_0075,Starbucks,Global Brand,ambiance,positive,Tempat hangout
starbucks_0076,Starbucks,Global Brand,taste,positive,One of the best spot to relax and enjoy your coffee selections ____________
starbucks_0077,Starbucks,Global Brand,price,positive,Ah kalau cari kursi susah penuh mulu. Harga roti baik tetapi minuman mahal. Untung ada kopi lg promo. Rasa minuman starbuk slalu juara. Bisa byr pakai bca qr. Credit card bisa. Pelayanan baik dan cepat . Lokasi sebelah sushi
starbucks_0077,Starbucks,Global Brand,service,positive,Ah kalau cari kursi susah penuh mulu. Harga roti baik tetapi minuman mahal. Untung ada kopi lg promo. Rasa minuman starbuk slalu juara. Bisa byr pakai bca qr. Credit card bisa. Pelayanan baik dan cepat . Lokasi sebelah sushi
starbucks_0077,Starbucks,Global Brand,taste,positive,Ah kalau cari kursi susah penuh mulu. Harga roti baik tetapi minuman mahal. Untung ada kopi lg promo. Rasa minuman starbuk slalu juara. Bisa byr pakai bca qr. Credit card bisa. Pelayanan baik dan cepat . Lokasi sebelah sushi
starbucks_0079,Starbucks,Global Brand,ambiance,positive,Konon kalau senen n selasa pagi sepi disini. Saya biasanya nebeng kerja sambil breakfast dan ngopi. Makin siang makin rame dan padat. Siang banyak mahasiswa rasanya. Parkir mudah karena gabung mal dan kompleks. Nyaman untuk kerja
starbucks_0080,Starbucks,Global Brand,ambiance,positive,Ngopi dan belanja dalam satu tempat. Depan starbuck ini ada toko peralatan kosmetik yang lucu2.
starbucks_0083,Starbucks,Global Brand,taste,positive,Nice coffee
starbucks_0084,Starbucks,Global Brand,ambiance,positive,Nothing special... too dark ambiance...
starbucks_0085,Starbucks,Global Brand,ambiance,positive,Tempat nyantai sekedar ngobrol...sambil minum kopi
starbucks_0085,Starbucks,Global Brand,taste,positive,Tempat nyantai sekedar ngobrol...sambil minum kopi
starbucks_0086,Starbucks,Global Brand,ambiance,positive,The place is very cozy and confortable. They give a good service!
starbucks_0086,Starbucks,Global Brand,service,positive,The place is very cozy and confortable. They give a good service!
starbucks_0089,Starbucks,Global Brand,taste,positive,Kopi tidak ada lawan dah. enak2
starbucks_0091,Starbucks,Global Brand,ambiance,positive,Nyaman
starbucks_0092,Starbucks,Global Brand,price,positive,Tempatnya sudah pasti sekali seru dan menyenangkan... Klw soal budget starbuck dh pasti harga universal lh y
starbucks_0096,Starbucks,Global Brand,ambiance,positive,Selalu rame dan selalu berebut tempat. krn emang lokasi nya enak buat kerja dan meet up
starbucks_0096,Starbucks,Global Brand,taste,positive,Selalu rame dan selalu berebut tempat. krn emang lokasi nya enak buat kerja dan meet up
starbucks_0097,Starbucks,Global Brand,taste,positive,Coffee Shop
starbucks_0100,Starbucks,Global Brand,ambiance,positive,Luas...nyaman dan ramah
starbucks_0100,Starbucks,Global Brand,service,positive,Luas...nyaman dan ramah
starbucks_0101,Starbucks,Global Brand,ambiance,positive,Tempat nongkrong yang nyaman ____
starbucks_0102,Starbucks,Global Brand,ambiance,negative,Bersih tempat ny. dan baik pelayanan ny
starbucks_0102,Starbucks,Global Brand,service,negative,Bersih tempat ny. dan baik pelayanan ny
starbucks_0104,Starbucks,Global Brand,ambiance,positive,Cute little nook at the mall. Usually busy but we managed to get the outdoor seats during rainy season.
starbucks_0107,Starbucks,Global Brand,ambiance,positive,Tempat ngopi di mall 23
starbucks_0112,Starbucks,Global Brand,taste,positive,Rasa yang ditawarkan terkadang berbeda setiap beli
starbucks_0117,Starbucks,Global Brand,packaging,positive,Staffs are friendly and quick. Good place to sit relax a d sip a cup of coffee
starbucks_0117,Starbucks,Global Brand,service,positive,Staffs are friendly and quick. Good place to sit relax a d sip a cup of coffee
starbucks_0117,Starbucks,Global Brand,taste,positive,Staffs are friendly and quick. Good place to sit relax a d sip a cup of coffee
starbucks_0118,Starbucks,Global Brand,ambiance,positive,Tempat nya nyaman
starbucks_0119,Starbucks,Global Brand,ambiance,positive,Suasananya selalu nyaman
starbucks_0120,Starbucks,Global Brand,taste,positive,Always love Caramel Macchiato
starbucks_0121,Starbucks,Global Brand,service,positive,Great service
starbucks_0123,Starbucks,Global Brand,ambiance,positive,Nyaman untuk bersantai...aman
starbucks_0125,Starbucks,Global Brand,ambiance,positive,Tempatnya nyaman
starbucks_0126,Starbucks,Global Brand,ambiance,positive,Starbucks ternyaman menurutku dari beberapa tempat yang pernah saya kunjungi...
starbucks_0127,Starbucks,Global Brand,ambiance,positive,Small & cozy place to gather with friends
starbucks_0128,Starbucks,Global Brand,ambiance,positive,Cozy
starbucks_0130,Starbucks,Global Brand,ambiance,positive,Tempat nongkrong Starbucks terbaik di bandung #imho
starbucks_0135,Starbucks,Global Brand,service,positive,Service is top notch… All because of my clummsyness I spill my ice americano… the bartender quickly mop the floor and give me a replacement for my americano… What a service ____________
starbucks_0136,Starbucks,Global Brand,ambiance,positive,Tempat nya cukup nyaman sehingga cocok untuk bersantai ataupun melakukan meeting disini dan masih berada 1 kawasan dengan mall pascal 23..
starbucks_0137,Starbucks,Global Brand,ambiance,positive,Cozy place
starbucks_0139,Starbucks,Global Brand,ambiance,positive,Tempatnya nyaman harganya mahal
starbucks_0139,Starbucks,Global Brand,price,positive,Tempatnya nyaman harganya mahal
starbucks_0143,Starbucks,Global Brand,taste,positive,Ada kelas kopi juga di sini.. tempatnya menyenangkan
starbucks_0146,Starbucks,Global Brand,service,positive,It's the same every starbucks Iced Americano. It feels refreshing... The Starbucks located here is busy so you have to queue for a long time. Please note
starbucks_0147,Starbucks,Global Brand,ambiance,positive,Cafe yang populer di Indonesia selain memiliki rasa yang khas.juga.bisa dijadikan tempat nongkrong
starbucks_0147,Starbucks,Global Brand,taste,positive,Cafe yang populer di Indonesia selain memiliki rasa yang khas.juga.bisa dijadikan tempat nongkrong
starbucks_0150,Starbucks,Global Brand,taste,positive,Hebat enak
starbucks_0151,Starbucks,Global Brand,ambiance,positive,Cozy starbucks
starbucks_0152,Starbucks,Global Brand,ambiance,positive,Tempat santai ngopi di mall paskal 23. Ketemu klien dan teman teman . Barista yang baik dan cepat .
starbucks_0152,Starbucks,Global Brand,service,positive,Tempat santai ngopi di mall paskal 23. Ketemu klien dan teman teman . Barista yang baik dan cepat .
starbucks_0153,Starbucks,Global Brand,ambiance,positive,Tempatnya nyaman untuk ngobrol2 n menghilangkan penat stlh seharian melakukan aktifitas dlm bekerja.
starbucks_0158,Starbucks,Global Brand,taste,positive,Frappuccino Java Latte ..... Tetep yang Favorite. yang ilang Juice Mango & Juice Apple nya __
starbucks_0159,Starbucks,Global Brand,ambiance,positive,Tempat nongkrong enak....apalagi kalau ad promo.....______
starbucks_0159,Starbucks,Global Brand,price,positive,Tempat nongkrong enak....apalagi kalau ad promo.....______
starbucks_0159,Starbucks,Global Brand,taste,positive,Tempat nongkrong enak....apalagi kalau ad promo.....______
starbucks_0162,Starbucks,Global Brand,ambiance,positive,Selalu penuh dan nyaman
starbucks_0163,Starbucks,Global Brand,ambiance,positive,Tempat ngopi yang tidak perlu diragukan lagi
starbucks_0165,Starbucks,Global Brand,ambiance,positive,Excellent location for starbucks. However this cafe has this strange chinese food aroma in it..which i believed came from restaurants nearby. This surely messed my coffee time. I wish they would do something to keep the aroma away so people can enjoy the usual Starbucks clean coffee ish scent.
starbucks_0165,Starbucks,Global Brand,taste,positive,Excellent location for starbucks. However this cafe has this strange chinese food aroma in it..which i believed came from restaurants nearby. This surely messed my coffee time. I wish they would do something to keep the aroma away so people can enjoy the usual Starbucks clean coffee ish scent.
starbucks_0166,Starbucks,Global Brand,price,positive,Suka sekali apalagi dengan green tea walau mahal 60k hiks:( cuman cocok lah buat kencan musiknya adem tidak terlalu keras buat kerja atau nanya kerjaan bisa sekali colokan buat ngechas bisa santai lah mana Deket sekali sama toilet jadi gampang
starbucks_0167,Starbucks,Global Brand,service,positive,Starbucks selalu menjaga standar layanan dan produk mereka. Sejauh ini kita mendapatkan kualitas yang sama di semua gerainya. Apalagi ambien lokasinya selalu enak untuk bekerja maupun berkumpul dengan teman.
starbucks_0167,Starbucks,Global Brand,taste,positive,Starbucks selalu menjaga standar layanan dan produk mereka. Sejauh ini kita mendapatkan kualitas yang sama di semua gerainya. Apalagi ambien lokasinya selalu enak untuk bekerja maupun berkumpul dengan teman.
starbucks_0169,Starbucks,Global Brand,ambiance,positive,Baik suasana nya
starbucks_0170,Starbucks,Global Brand,taste,positive,Tempatnya enak buat nongkrong2
starbucks_0171,Starbucks,Global Brand,service,positive,Jice places with always have peak seasons visitors. A bit queing to have table and chair. Need to improve more chair. The barista was vwry nice humble and helpfull
starbucks_0175,Starbucks,Global Brand,ambiance,positive,Nyaman
starbucks_0176,Starbucks,Global Brand,ambiance,positive,Tempat yang nyaman
starbucks_0179,Starbucks,Global Brand,taste,positive,When you need coffee
starbucks_0180,Starbucks,Global Brand,taste,positive,Enak buat nyantai
starbucks_0182,Starbucks,Global Brand,ambiance,positive,Salah satu Starbucks yang Baristanya ramah-ramah dan friendly. Yang kurang enak adalah layout tempat duduknya yang terkesan menumpuk dan kursi (khususnya sofa) yang suka berantakan. Mungkin karena di sana sibuk terus baristanya dan tidak ada kesadaran dari pengunjung yang suka pindahin kursi biar bisa satu meja sama temannya.
starbucks_0182,Starbucks,Global Brand,service,positive,Salah satu Starbucks yang Baristanya ramah-ramah dan friendly. Yang kurang enak adalah layout tempat duduknya yang terkesan menumpuk dan kursi (khususnya sofa) yang suka berantakan. Mungkin karena di sana sibuk terus baristanya dan tidak ada kesadaran dari pengunjung yang suka pindahin kursi biar bisa satu meja sama temannya.
starbucks_0182,Starbucks,Global Brand,taste,positive,Salah satu Starbucks yang Baristanya ramah-ramah dan friendly. Yang kurang enak adalah layout tempat duduknya yang terkesan menumpuk dan kursi (khususnya sofa) yang suka berantakan. Mungkin karena di sana sibuk terus baristanya dan tidak ada kesadaran dari pengunjung yang suka pindahin kursi biar bisa satu meja sama temannya.
starbucks_0183,Starbucks,Global Brand,taste,positive,Nice coffee shop and nice coffee
starbucks_0187,Starbucks,Global Brand,ambiance,positive,Love the ambience
starbucks_0188,Starbucks,Global Brand,taste,positive,Nice place...good coffee
starbucks_0189,Starbucks,Global Brand,ambiance,positive,Tempat paling PW kalau ke daerah paskal internet kenceng juga. Pas lah pokoknya sudah terbukti hebat __
starbucks_0191,Starbucks,Global Brand,service,positive,The staff is so kind
starbucks_0193,Starbucks,Global Brand,service,positive,Pelayan rama2
starbucks_0199,Starbucks,Global Brand,taste,positive,Nice place and yummy coffee
starbucks_0200,Starbucks,Global Brand,ambiance,positive,Hampir selalu penuh kalau weekend. Susah dapet tempat duduk. Overall baik lah
starbucks_0201,Starbucks,Global Brand,ambiance,positive,Tempat nongkrong yang menyenangkan sambil minum
starbucks_0202,Starbucks,Global Brand,ambiance,positive,Tempat ngopi yang baik
starbucks_0206,Starbucks,Global Brand,ambiance,positive,Nyaman
starbucks_0207,Starbucks,Global Brand,taste,positive,Matcha emang paling the best __________
starbucks_0208,Starbucks,Global Brand,ambiance,positive,Tempat nongkrong atau ngobrol bisnis yang sangat baik
starbucks_0209,Starbucks,Global Brand,taste,positive,Good coffee quality
starbucks_0211,Starbucks,Global Brand,taste,positive,Yummy....nikmaat..
starbucks_0213,Starbucks,Global Brand,taste,positive,Hibiscus Tea Lemonade nya enak ini seger rasa nya __
starbucks_0223,Starbucks,Global Brand,ambiance,positive,Nyaman pool
starbucks_0224,Starbucks,Global Brand,price,positive,QR gopay tidak berfungsi cashbacknya. Mohon untuk manajemen ganti EDCnya jangan pakai gaja. Jika konsumen mau bayar pakai gopay. Kasih QR gopay. Jangan yang lain
starbucks_0229,Starbucks,Global Brand,taste,positive,A nice place to have your herbal tea or caramel macchiato
starbucks_0230,Starbucks,Global Brand,ambiance,positive,Nyaman sekali tempatnya
starbucks_0234,Starbucks,Global Brand,price,positive,Kopinya enak tetapi harganya mahal...
starbucks_0234,Starbucks,Global Brand,taste,positive,Kopinya enak tetapi harganya mahal...
starbucks_0235,Starbucks,Global Brand,ambiance,positive,Good coffe good ambience
starbucks_0236,Starbucks,Global Brand,taste,positive,It's just comfortable to sit over here and enjoy your coffee
starbucks_0238,Starbucks,Global Brand,ambiance,positive,Tempatnya nyaman
starbucks_0245,Starbucks,Global Brand,ambiance,positive,Cozy place
starbucks_0246,Starbucks,Global Brand,ambiance,positive,Tempat strategis dan nyaman untuk ngobrol
starbucks_0250,Starbucks,Global Brand,taste,positive,Kopinya enak
starbucks_0251,Starbucks,Global Brand,ambiance,positive,Tempatnya sangat nyaman untuk nongkrong
starbucks_0254,Starbucks,Global Brand,service,positive,Tim Starbucks TSM sangat gesit & memenuhi kebutuhan konsumen dengan sigap. Pelayanan prima. Thank you Pak Agus & tim
starbucks_0255,Starbucks,Global Brand,ambiance,positive,Enak tempat enak kopi kurang di ac...
starbucks_0255,Starbucks,Global Brand,taste,positive,Enak tempat enak kopi kurang di ac...
starbucks_0258,Starbucks,Global Brand,ambiance,positive,Tempatnya nyaman.
starbucks_0266,Starbucks,Global Brand,ambiance,positive,Nice branch. Clean and spacious located near the entrance. Lot's of seating. Staff were pleasant and friendly. The red velvet cookie was divine.
starbucks_0266,Starbucks,Global Brand,service,positive,Nice branch. Clean and spacious located near the entrance. Lot's of seating. Staff were pleasant and friendly. The red velvet cookie was divine.
starbucks_0268,Starbucks,Global Brand,service,positive,The service was really good and the baristas are very friendly!
starbucks_0269,Starbucks,Global Brand,ambiance,positive,Tetapi wifi nya bersandi
starbucks_0270,Starbucks,Global Brand,taste,positive,The right place to enjoy every sip of your favourite coffee
starbucks_0271,Starbucks,Global Brand,taste,positive,Semua starbucks tempatnya enak dan baik buat nongkrong. hebat
starbucks_0275,Starbucks,Global Brand,taste,positive,Lumayan enak tempatnya
starbucks_0279,Starbucks,Global Brand,taste,positive,Tempatnya menyenangkan untuk menikmati kopi sambil browsing
starbucks_0280,Starbucks,Global Brand,ambiance,positive,Nyaman buat nongkrong
starbucks_0281,Starbucks,Global Brand,ambiance,positive,Nice place n ambience
starbucks_0282,Starbucks,Global Brand,taste,positive,Primary afternoons coffee spot
starbucks_0283,Starbucks,Global Brand,taste,positive,Buat nongkrong enak sekali sama temen
starbucks_0286,Starbucks,Global Brand,ambiance,positive,Nyaman
starbucks_0289,Starbucks,Global Brand,taste,positive,Pasti __ buat yang coffee addict
starbucks_0292,Starbucks,Global Brand,ambiance,positive,Saya beberapa kali edit lokasi starbuck ke tempat yang seharusnya tetapi ada yang pindahin lagi ke tempat yang bukan titik aslinya
starbucks_0294,Starbucks,Global Brand,ambiance,positive,Good coffee Nice atmosphere Good service Reasonable price
starbucks_0294,Starbucks,Global Brand,price,positive,Good coffee Nice atmosphere Good service Reasonable price
starbucks_0294,Starbucks,Global Brand,service,positive,Good coffee Nice atmosphere Good service Reasonable price
starbucks_0294,Starbucks,Global Brand,taste,positive,Good coffee Nice atmosphere Good service Reasonable price
starbucks_0297,Starbucks,Global Brand,ambiance,positive,Berlama-lama disini tidak akan bikin gabut apalagi nikmati kopinya yang enak. Hanya kalau sedang ramai ya ramai sekali.
starbucks_0297,Starbucks,Global Brand,service,positive,Berlama-lama disini tidak akan bikin gabut apalagi nikmati kopinya yang enak. Hanya kalau sedang ramai ya ramai sekali.
starbucks_0297,Starbucks,Global Brand,taste,positive,Berlama-lama disini tidak akan bikin gabut apalagi nikmati kopinya yang enak. Hanya kalau sedang ramai ya ramai sekali.
starbucks_0300,Starbucks,Global Brand,ambiance,positive,Its good place and cozy for work or hangout
starbucks_0301,Starbucks,Global Brand,ambiance,positive,Cozy
starbucks_0304,Starbucks,Global Brand,service,positive,Pelayanan memuaskan
starbucks_0307,Starbucks,Global Brand,ambiance,positive,Di smoking area tempat duduknya cukup nyaman tetapi terkadang suka timbul asap tebal yang seperti buangan dari gedung sebelah jadi menggangu kenyaman merokok
starbucks_0308,Starbucks,Global Brand,service,positive,Nice place good service
starbucks_0311,Starbucks,Global Brand,taste,positive,Smoking areanya enak ada taman mini
starbucks_0314,Starbucks,Global Brand,ambiance,positive,Lokasi nyaman dan pelayanan baik hanya saja tempat parkir terbatas mobil hanya masuk 6 unit sisanya pararel
starbucks_0314,Starbucks,Global Brand,service,positive,Lokasi nyaman dan pelayanan baik hanya saja tempat parkir terbatas mobil hanya masuk 6 unit sisanya pararel
starbucks_0316,Starbucks,Global Brand,taste,positive,Akhirnya ada di Cimahi dan ngajak coffee date Ibu ke sini __ will always be one of sweet memory with her.
starbucks_0319,Starbucks,Global Brand,ambiance,positive,Cozy
starbucks_0321,Starbucks,Global Brand,ambiance,positive,Nyaman dan parkir tertata dengan baik
starbucks_0322,Starbucks,Global Brand,ambiance,positive,Pelayanan cepet tempat strategis hebat
starbucks_0322,Starbucks,Global Brand,service,positive,Pelayanan cepet tempat strategis hebat
starbucks_0323,Starbucks,Global Brand,service,positive,Baru kali ini beli Ice Caramel machiato take away ice nya sudah mencair tetapi masih enak.. makasih ya kakak barista yang jaga di tgl 07 feb shift pagi..
starbucks_0323,Starbucks,Global Brand,taste,positive,Baru kali ini beli Ice Caramel machiato take away ice nya sudah mencair tetapi masih enak.. makasih ya kakak barista yang jaga di tgl 07 feb shift pagi..
starbucks_0325,Starbucks,Global Brand,ambiance,positive,A nice place for WFH or just chilling. Even in the weekend it’s quite empty. They separate pickup place for online orders which make it less crowded. The outdoor area seems comfy
starbucks_0327,Starbucks,Global Brand,ambiance,positive,Cukup nyaman.. tukang parkirnya juga sangat2 friendly
starbucks_0327,Starbucks,Global Brand,service,positive,Cukup nyaman.. tukang parkirnya juga sangat2 friendly
starbucks_0328,Starbucks,Global Brand,ambiance,positive,Pas kesana malem dan suasana nya enak nyaman Barista nya ramah
starbucks_0328,Starbucks,Global Brand,service,positive,Pas kesana malem dan suasana nya enak nyaman Barista nya ramah
starbucks_0328,Starbucks,Global Brand,taste,positive,Pas kesana malem dan suasana nya enak nyaman Barista nya ramah
starbucks_0329,Starbucks,Global Brand,service,positive,Dibikin adem hati setelah macet2an pelayanan ny ramah
starbucks_0330,Starbucks,Global Brand,ambiance,positive,Tempatnya bersih dan nyaman... Rasa makanan dan minuman nya konsisten.
starbucks_0330,Starbucks,Global Brand,taste,positive,Tempatnya bersih dan nyaman... Rasa makanan dan minuman nya konsisten.
starbucks_0331,Starbucks,Global Brand,ambiance,positive,Kesini karna harga beverages lebih rendah dibanding dengan cabang2 starbucks lainnya disekitar Bandung-Cimahi.. tempatnya nyaman.. ada semi outdor nya untuk ruang merokok.. tempatnya cukup luas untuk WFC..
starbucks_0331,Starbucks,Global Brand,price,positive,Kesini karna harga beverages lebih rendah dibanding dengan cabang2 starbucks lainnya disekitar Bandung-Cimahi.. tempatnya nyaman.. ada semi outdor nya untuk ruang merokok.. tempatnya cukup luas untuk WFC..
starbucks_0333,Starbucks,Global Brand,ambiance,positive,Good place to hangout with the loved ones. The ambience was great with the friendly staff. I'd love to come here again some day.
starbucks_0333,Starbucks,Global Brand,service,positive,Good place to hangout with the loved ones. The ambience was great with the friendly staff. I'd love to come here again some day.
starbucks_0334,Starbucks,Global Brand,ambiance,positive,Nyaman ngopi disini
starbucks_0336,Starbucks,Global Brand,ambiance,positive,Beri ruang dan tempat duduk untuk menunggu order take away
starbucks_0336,Starbucks,Global Brand,service,positive,Beri ruang dan tempat duduk untuk menunggu order take away
starbucks_0337,Starbucks,Global Brand,taste,positive,Beli kopi disini kalau dapat sms beli 1 gratis 1
starbucks_0338,Starbucks,Global Brand,taste,positive,Enak tempatnya
starbucks_0341,Starbucks,Global Brand,service,positive,Cepat n gesit. Good luck
starbucks_0343,Starbucks,Global Brand,ambiance,positive,Tempat paling cociks di Cimahi buat kerja __
starbucks_0345,Starbucks,Global Brand,ambiance,positive,Tempatnya enak buat wfc & area outdoornya juga cukup nyaman laa. Kopinya ya jelas baik laa & pilihan makanan pun cukup variatif.
starbucks_0345,Starbucks,Global Brand,taste,positive,Tempatnya enak buat wfc & area outdoornya juga cukup nyaman laa. Kopinya ya jelas baik laa & pilihan makanan pun cukup variatif.
starbucks_0346,Starbucks,Global Brand,ambiance,positive,Tempat sangat baik buat nongkrong sambil ngopi santai...meeting...jga baik
starbucks_0349,Starbucks,Global Brand,ambiance,positive,Tempat wajib istri mampir kalau pas lewat
starbucks_0353,Starbucks,Global Brand,ambiance,positive,Relatively large area with indoor and outdoor space. Cozy ambiance. Friendly services. They also have parking area. Recommended place to work in Cimahi.
starbucks_0353,Starbucks,Global Brand,service,positive,Relatively large area with indoor and outdoor space. Cozy ambiance. Friendly services. They also have parking area. Recommended place to work in Cimahi.
starbucks_0355,Starbucks,Global Brand,ambiance,positive,Tempatnya nyaman
starbucks_0357,Starbucks,Global Brand,ambiance,positive,Ahh akhirnya buka juga tempat ngantor virtual nya tidak jauh2 lagi
starbucks_0362,Starbucks,Global Brand,ambiance,positive,Tempat favorit untuk kerjain tugas. topp
starbucks_0365,Starbucks,Global Brand,ambiance,positive,Tempatnya nyaman ____
starbucks_0366,Starbucks,Global Brand,ambiance,positive,Tempatnya nyaman
starbucks_0369,Starbucks,Global Brand,ambiance,positive,Tempat cukup nyaman standar cafe pada umumnya. Belum ada hal istimewa yang berkesan
starbucks_0371,Starbucks,Global Brand,ambiance,positive,Tempatnya lumayan luas & enak. tetapi sayang parkirannya kurang luas __
starbucks_0371,Starbucks,Global Brand,taste,positive,Tempatnya lumayan luas & enak. tetapi sayang parkirannya kurang luas __
starbucks_0372,Starbucks,Global Brand,ambiance,positive,Tempat nongkrong kereen
starbucks_0373,Starbucks,Global Brand,taste,positive,It's good place to hangout and drink coffee or other drink
starbucks_0376,Starbucks,Global Brand,ambiance,positive,Selalu jd tempat yang menyenangkan buat nonkrong. I love it!!!!
starbucks_0379,Starbucks,Global Brand,ambiance,positive,Tempat nyaman ...parkir cukup ...
starbucks_0380,Starbucks,Global Brand,service,positive,Yang order belakangan di dahulukan. Lawak!!!
starbucks_0381,Starbucks,Global Brand,ambiance,positive,Tempat yang nyaman untuk kerja dan meeting di cimahi
starbucks_0383,Starbucks,Global Brand,ambiance,positive,Tempatnya enak! Yang paling menonjol bagian outdoor yang terkesan sejuk walaupun smoking. Kursi di indoor juga cocok jumlahnya. Pas buat yang mau nongkrong atau wfc. __
starbucks_0383,Starbucks,Global Brand,taste,positive,Tempatnya enak! Yang paling menonjol bagian outdoor yang terkesan sejuk walaupun smoking. Kursi di indoor juga cocok jumlahnya. Pas buat yang mau nongkrong atau wfc. __
starbucks_0385,Starbucks,Global Brand,ambiance,positive,Tempatnya cozy. lebih cocok untuk ngobrol suasananya. lahan parkir luas
starbucks_0393,Starbucks,Global Brand,ambiance,positive,Nyaman
starbucks_0396,Starbucks,Global Brand,ambiance,positive,Weekend pagi - siang tidak terlalu ramai
starbucks_0406,Starbucks,Global Brand,ambiance,positive,Bersi /nyaman
starbucks_0408,Starbucks,Global Brand,ambiance,positive,Suasananya nyaman. AC dingin. Tempat luas. Selalu beli javachip frappucino. hebat
starbucks_0409,Starbucks,Global Brand,ambiance,positive,Cukup nyaman.
starbucks_0410,Starbucks,Global Brand,taste,positive,Ini enak tempatnya...spot fav yang samping jendela bolong
